,geo,text,name,location,hashtags,source,followers_count,friends_count,created_at,verification_status,entities,sentiment
356,, AP is at Top 4 in India in #Covid19 cases today Maharashtra  7827Tamilnadu 4244Karnataka 2627AP 1933Delhi 1573 Telang…,ForeverLoveJSP,"Andhra Pradesh, India",['Covid19'],Twitter for Android,696,596,2020-07-12 17:35:52,False,"[('AP', 'ORG'), ('India', 'GPE'), ('today', 'DATE'), ('Maharashtra', 'ORG'), ('4244Karnataka', 'CARDINAL'), ('1933Delhi 1573', 'DATE'), ('Telang', 'PERSON')]","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}"
357,, Air India announces 14 more flights between India and UK under Vande Bharat Mission | via  #AirIndia #VandeBh…,CoronaUpdateBot,,['AirIndia'],Corona Virus Update Bot,844,3,2020-07-12 17:35:52,False,"[('Air India', 'ORG'), ('14', 'CARDINAL'), ('India', 'GPE'), ('UK', 'GPE'), ('Vande Bharat Mission |', 'LAW'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
358,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,gailog,On a block next to Chicago,"['Ohio', 'mask', 'COVID19']",Twitter for iPhone,458,564,2020-07-12 17:35:51,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
359,,Coronavirus - Kenya: Distribution of Cases by County (12th July 2020)       #Africa #Kenya #COVID19 #Coronavirus #Health ,APO_source,#AFRICA #MENA,"['Africa', 'Kenya', 'COVID19', 'Coronavirus', 'Health']",Africa Newsroom,10626,6,2020-07-12 17:35:51,True,"[('Coronavirus - Kenya', 'PERSON'), ('12th July 2020', 'DATE'), '', ('Kenya', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
360,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,VauntedJT,"Ohio, USA","['Ohio', 'mask', 'COVID19']",Twitter for iPhone,384,1445,2020-07-12 17:35:51,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
361,," Okay, retailers, if I'm asked to wear a mask, I can either show this card or wear this mask. We must #FightBack agains…",ThereseCh,"Oregon, USA",['FightBack'],Twitter Web App,119,596,2020-07-12 17:35:50,False,"['', ('FightBack', 'ORG')]","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2263}"
362,,Lake Superior agate cut in half!#photography #sundayvibes #coronavirus #weekend #weekendvibes #nature #NaturePhotography #QuarantineLife #outdoors ,Matt53359404,,"['photography', 'sundayvibes', 'coronavirus', 'weekend', 'weekendvibes', 'nature', 'NaturePhotography', 'QuarantineLife', 'outdoors']",Twitter for iPhone,2,5,2020-07-12 17:35:50,False,"[('Lake Superior', 'LOC'), ('half!#photography #sundayvibes #coronavirus #weekend', 'MONEY'), '', ('NaturePhotography', 'ORG'), ('QuarantineLife', 'WORK_OF_ART')]","{'neg': 0.117, 'neu': 0.671, 'pos': 0.212, 'compound': 0.4003}"
363,, Post-high-school education &amp; certification programs will be critical for helping workers recover from job losses of the #coro…,AngueraRamON30,"Reus, España",[],Twitter for Android,494,1464,2020-07-12 17:35:50,False,[],"{'neg': 0.225, 'neu': 0.676, 'pos': 0.099, 'compound': -0.4215}"
364,, We're letting global aid organisations utilise our social media channels to share messages around health and safety during the COVI…,1powersmith,The Valley,[],Twitter for iPhone,4,3,2020-07-12 17:35:50,False,"[('COVI', 'ORG')]","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.6124}"
365,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",ArtistSalzano,United States,['coronavirus'],Twitter for iPhone,252,386,2020-07-12 17:35:50,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
366,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",ROCKYC13,,['coronavirus'],Twitter for Android,868,1165,2020-07-12 17:35:50,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
367,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",DakiansD,Third rock from our sun,"['Florida', 'coronavirus']",Twitter Web App,158,533,2020-07-12 17:35:48,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
368,," Internal documents from  warned fully reopening K-12 schools &amp; universities would pose the ""highest risk"" for spread of the…",CUPCAKEWILLIAM6,,[],Twitter Web App,2810,2344,2020-07-12 17:35:48,False,"[('K-12', 'PRODUCT')]","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}"
369,, This from 2017 remains true: Betsy Devos is more of a danger to students than a silly old bear. Remember she wanted to arm…,kinley_tracy,"Ohio, USA",[],Twitter for iPhone,174,412,2020-07-12 17:35:48,False,"[('2017', 'DATE'), ('Betsy Devos', 'PERSON')]","{'neg': 0.138, 'neu': 0.715, 'pos': 0.147, 'compound': -0.197}"
370,, Coronavirus: Why everyone was wrong--The immune response to the virus is stronger than everyone thought,AZBird511,,[],Twitter for Android,54,109,2020-07-12 17:35:47,False,"[('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5859}"
371,,"  If it is safe enough for children to return to school, then it is safe enough for Paul Manafort and Michael…",MariStew8,,[],Twitter for Android,662,1381,2020-07-12 17:35:46,False,"[('Paul Manafort', 'PERSON'), ('Michael', 'PERSON')]","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7003}"
372,,Air India announces 14 more flights between India and UK under Vande Bharat Mission | via  #AirIndia #VandeBharat #coronavirus #COVID19,indiatvnews,India,"['AirIndia', 'VandeBharat', 'coronavirus', 'COVID19']",Twitter Web App,1360711,44,2020-07-12 17:35:46,True,"[('Air India', 'ORG'), ('14', 'CARDINAL'), ('India', 'GPE'), ('UK', 'GPE'), ('Vande Bharat Mission |', 'LAW'), '', '', ('VandeBharat', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
373,, 88% of those interviewed report receiving information about #coronavirus prior to arriving in #Afghanistan. Read our latest b…,FarhadNadir,,"['coronavirus', 'Afghanistan']",Twitter for iPhone,52,873,2020-07-12 17:35:46,False,"[('88%', 'PERCENT'), ('about #', 'CARDINAL'), ('Afghanistan', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
374,," ‼️Cases of #coronavirus are at record levels, hospitalizations have jumped, and #COVID19 deaths increased this week (as…",bluskyejules,,"['coronavirus', 'COVID19']",Twitter for iPhone,3407,3763,2020-07-12 17:35:44,False,"['', ('COVID19', 'ORG'), ('this week', 'DATE')]","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}"
375,,Please take this survey for a college student #Covid_19 #coronavirus #covid19 ,KCL1966,Texas,"['Covid_19', 'coronavirus', 'covid19']",Twitter for iPhone,114,292,2020-07-12 17:35:43,False,[''],"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}"
376,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",lovemycoumtry,,['coronavirus'],Twitter for iPhone,1033,1227,2020-07-12 17:35:43,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
377,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",60sReno,,['coronavirus'],Twitter Web App,5962,5553,2020-07-12 17:35:43,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
378,," Jeez. Over 15,000 new cases of #coronavirus in Florida. 15,000!! Who thought now is the time to open up Disney World again!?…",qnp,✈️,['coronavirus'],Twitter for iPhone,17603,16310,2020-07-12 17:35:43,False,"[('Jeez', 'PERSON'), ('15,000', 'CARDINAL'), ('Florida', 'GPE'), ('15,000', 'CARDINAL'), ('Disney World', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
379,," From which 'Jamaat', Anupam Kher's mother and brother got #Coronavirus?",nadeemp78,India,['Coronavirus'],Twitter for Android,66,204,2020-07-12 17:35:41,False,"[(""Anupam Kher's"", 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
380,," I heard a doctor once explain that #coronavirus is a “stupid virus,” not terribly sophisticated, known measures can con…",immersed_in_luv,"Putnam Valley, NY",['coronavirus'],Twitter for iPhone,300,1361,2020-07-12 17:35:41,False,[''],"{'neg': 0.147, 'neu': 0.705, 'pos': 0.147, 'compound': 0.0}"
381,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",DestroyingLibt1,,['coronavirus'],Twitter for iPhone,299,413,2020-07-12 17:35:41,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
382,,"So let me get this straight. NE Democrat run states like NJ, VT, and CT have huge slowdown in #coronavirus cases and Republican States like Florida have record setting increases. I call BULL",SoaringOnEagles,,['coronavirus'],Twitter for Android,504,1149,2020-07-12 17:35:40,False,"[('NE', 'GPE'), ('Democrat', 'NORP'), ('VT', 'ORG'), '', ('Republican', 'NORP'), ('Florida', 'GPE')]","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.8139}"
383,," ⚠️Health officials in #Australia warn that child-to-child transmission of #coronavirus is ""more apparent"" than first tho…",trinhmai69,,"['Australia', 'coronavirus']",Twitter Web App,124,90,2020-07-12 17:35:40,False,"[('Australia', 'GPE'), ('first', 'ORDINAL')]","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}"
384,, Coronavirus can humble  you. #coronavirus #Covid_19 #WearYourDamnMask ,Tsotsomodzi1,"Harare, Zimbabwe","['coronavirus', 'Covid_19', 'WearYourDamnMask']",Twitter for Android,268,1224,2020-07-12 17:35:40,False,"[('Coronavirus', 'PERSON'), '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
385,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",patriot_redneck,United States,['coronavirus'],Twitter for iPhone,734,3441,2020-07-12 17:35:40,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
386,, United Kingdom Coronavirus (COVID-19) death trend (datasource: Department of Health and Social Care). #coronavirus #UK…,tanb2002,,"['coronavirus', 'UK']",Twitter for Android,136,391,2020-07-12 17:35:40,False,"[('Department of Health and Social Care', 'ORG'), '', '']","{'neg': 0.198, 'neu': 0.66, 'pos': 0.142, 'compound': -0.2732}"
387,,  #JeromeAdams #surgeongeneral #trump  #pussygrabber #Putinpuppet sycophant 1st time wore #ma…,outerspacemanII,United States of America,"['JeromeAdams', 'surgeongeneral', 'trump', 'pussygrabber', 'Putinpuppet']",Twitter for Android,2705,2948,2020-07-12 17:35:38,False,"['', ('JeromeAdams', 'ORG'), '', '', ('Putinpuppet', 'ORG'), ('1st', 'ORDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
388,, The German Presidency of the  has kicked off.On the agenda:✅ Economic and social recovery from the #coronavi…,Positiv52665775,twitter,[],Twitter for Android,119,85,2020-07-12 17:35:38,False,"[('German', 'NORP'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
389,,Should be more like DeSantis keeps failing Florida!! Scott keeps failing Florida! Rubio keeps failing Florida! The US would’ve sent troops to this Failed shithole state! #coronavirus #DeSantisFailedFlorida #TrumpKillsFlorida #ItsOkayToNotBeOkay #BidenPledgesAllegianceToUs,LyssaSup,"Florida, USA","['coronavirus', 'DeSantisFailedFlorida', 'TrumpKillsFlorida', 'ItsOkayToNotBeOkay', 'BidenPledgesAllegianceToUs']",Twitter for iPhone,393,920,2020-07-12 17:35:37,False,"[('DeSantis', 'PERSON'), ('Florida', 'GPE'), ('Scott', 'PERSON'), ('Florida', 'GPE'), ('Rubio', 'ORG'), ('Florida', 'GPE'), ('US', 'GPE'), '', '', '']","{'neg': 0.342, 'neu': 0.594, 'pos': 0.064, 'compound': -0.9209}"
390,," Monitor the market impact of #COVID19 with VRUS &lt;GO&gt; on the #BloombergTerminal to track securities, macro indicators, and…",kvijay6173,"Tamil Nadu, India","['COVID19', 'BloombergTerminal']",Twitter for Android,1325,1839,2020-07-12 17:35:36,False,"[('COVID19 with VRUS &lt;GO&gt', 'ORG'), '', ('BloombergTerminal', 'ORG')]","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}"
391,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,jaszy13,,"['Ohio', 'mask', 'COVID19']",Twitter for iPad,168,1034,2020-07-12 17:35:36,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
392,,"I'm editing a manuscript that was written during and about the #coronavirus pandemic.Author: ""It wasn't a matter of life or death.""Me: Maybe not the BEST choice of words right now...",BitchesGetRich,,['coronavirus'],Twitter Web App,7419,915,2020-07-12 17:35:34,False,[''],"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.6104}"
393,, Nope! I don't believe death rate either because people who died of other causes are being listed as #ChinaVirus deaths if they test positive after dying or after being admitted for other illnesses- Didn't die BECAUSE of #Covid_19 but WITH #coronavirus Big difference!,wolf1u2,"Washington, USA","['ChinaVirus', 'Covid_19', 'coronavirus']",Twitter Web App,4093,3942,2020-07-12 17:35:34,False,"['', '', '']","{'neg': 0.14, 'neu': 0.745, 'pos': 0.115, 'compound': -0.2971}"
394,,. July 12 transcript ,DonnaYoungDC,Washington,"['FNS', 'COVID19', 'coronavirus', 'schoolsreopening', 'RogerStone', 'Mueller', '2020Elections']",Twitter Web App,9874,2200,2020-07-12 17:35:33,False,"[('July 12', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
395,,Video: How to quickly fashion a no-sew cloth face mask #CDC #MaskUpAZ #COVID19 #coronavirus,CanineMigration,"Phoenix, AZ","['CDC', 'MaskUpAZ', 'COVID19', 'coronavirus']",Twitter Web App,2,24,2020-07-12 17:35:32,False,"[('CDC', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
396,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",IChatapus,,['coronavirus'],Twitter Web App,123,782,2020-07-12 17:35:30,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
397,," ⚠️Health officials in #Australia warn that child-to-child transmission of #coronavirus is ""more apparent"" than first tho…",matthewbmowery,"Michigan, USA","['Australia', 'coronavirus']",Twitter for iPhone,9062,1152,2020-07-12 17:35:28,False,"[('Australia', 'GPE'), ('first', 'ORDINAL')]","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}"
398,, Anyone who actually believes  wants to kill children are living in an imaginary world where conservatives are the epitome of evil. The Left needs a reality check. #coronavirus,NoahSMeyer,,['coronavirus'],Twitter for iPhone,49,119,2020-07-12 17:35:28,False,"[('conservatives', 'NORP'), ('Left', 'ORG')]","{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.8779}"
399,, So you want to send young #kids back to #school expecting them to wear a mask &amp; socially distance...South Carolina repor…,kerrymurder,paradise,"['kids', 'school']",Twitter for Android,222,607,2020-07-12 17:35:27,False,"['', '', ('South Carolina', 'GPE')]","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.1477}"
400,," The  reported a #record increase in global #coronavirus cases on Sunday, with the total rising by 230,370 in 24 hours. The…",opa1420,Australia,"['record', 'coronavirus']",Twitter for iPhone,5277,5805,2020-07-12 17:35:26,False,"['', ('Sunday', 'DATE'), ('230,370 in 24 hours', 'TIME')]","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}"
401,," #FakeNews NBC Guest Doctor Who Was Suffering From #CoronaVirus in Hospital, NEVER had the virus...🙄#WakeUpAmerica #Corona…",DMarieMaga,United States,"['FakeNews', 'CoronaVirus', 'WakeUpAmerica']",Twitter for iPhone,22766,22180,2020-07-12 17:35:26,False,"[('CoronaVirus', 'ORG'), ('Hospital', 'ORG'), ('NEVER', 'ORG'), ('Corona', 'GPE')]","{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}"
402,, Only paki.will like.😍 😍#PakistanArmy #PakistanZindabad #14thAugust#independenceday2020 #coronavirus #ATributeToPakistani…,FreePaIestine1,Palestine,"['PakistanArmy', 'PakistanZindabad', '14thAugust', 'independenceday2020', 'coronavirus']",Twitter Web App,195,306,2020-07-12 17:35:26,False,"['', ('PakistanZindabad', 'ORG'), '', '', ('ATributeToPakistani', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
403,, #China is suspending imports of #meat and meat products from 23 companies and stepping-up inspection of imported foods…,natashakhanhk,Hong Kong,"['China', 'meat']",Twitter for iPhone,17318,10768,2020-07-12 17:35:26,True,"['', ('China', 'GPE'), ('23', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
404,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,josephjett,"New York, NY","['Ohio', 'mask', 'COVID19']",TweetDeck,90467,10073,2020-07-12 17:35:25,True,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
405,,The latest The Wet Coast Daily! ,wetcoastdaily,"Gibsons, British Columbia","['covid19', 'coronavirus']",Paper.li,355,729,2020-07-12 17:35:24,False,"[('The Wet Coast Daily', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
406,,Working from home is a solution for S mall Businesses amid COVID-19 Social Distancing. Read more:  #coronavirussa #coronavirus #coronavirusInSA #covid19sa #SouthAfricaLockdown #lockdowninsa #lockdowninsouthafrica #socialdistancing #DateMyFamilly,tolatender,South Africa,"['coronavirussa', 'coronavirus', 'coronavirusInSA', 'covid19sa', 'SouthAfricaLockdown', 'lockdowninsa', 'lockdowninsouthafrica', 'socialdistancing', 'DateMyFamilly']",TolaTender,7016,4753,2020-07-12 17:35:24,False,"['', '', '']","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}"
407,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",Bretzky1,"Murrieta, CA",['coronavirus'],Twitter for Android,15,108,2020-07-12 17:35:24,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
408,, Russia first nation to successfully complete human trials of #coronavirus #COVID19 vaccine,RaviDushad02,"Haryana, India","['coronavirus', 'COVID19']",Twitter for Android,758,78,2020-07-12 17:35:23,False,"[('Russia', 'GPE'), ('first', 'ORDINAL'), '', '', ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
409,, Are young people at fault for the rise in #coronavirus cases in many states across the U.S.? spoke with …,ajnd525,,['coronavirus'],Twitter for iPad,81,944,2020-07-12 17:35:23,False,"['', ('U.S.', 'GPE')]","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}"
410,,All these clowns   need to find a medication/treatment that works. There are people suffering everyday to the point that they don’t want to continue fighting this virus because of the pain they are in. Stop with all the political bullshit and get it done. #coronavirus,BlackbearLance,"Anaheim, CA",['coronavirus'],Twitter for iPhone,5,27,2020-07-12 17:35:23,False,"[('everyday', 'DATE'), '']","{'neg': 0.275, 'neu': 0.701, 'pos': 0.024, 'compound': -0.9274}"
411,,"Allah Tallah #Bless and protect everyone and us from every virus and disease...Ameen 💙💚Ya Allah Pak Reham kry, Ya Allah Pak Karam kry..... Ameen 💙💚#coronavirus#CoronavirusPandemic#CoronaVirusPakistan#coronavirusinpakistan",Asfandbutt33,"US, United Sialkot","['Bless', 'coronavirus', 'CoronavirusPandemic', 'CoronaVirusPakistan', 'coronavirusinpakistan']",Twitter for Android,1502,469,2020-07-12 17:35:21,False,"[('Pak Reham kry', 'PERSON'), ('Ya Allah', 'PERSON'), ('Pak Karam kry', 'PERSON')]","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3818}"
412,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",Jamesbondrose,Malibu ,"['Florida', 'coronavirus']",Twitter for iPhone,684,2959,2020-07-12 17:35:21,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
413,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",DDBlack17,,['coronavirus'],Twitter for iPhone,540,926,2020-07-12 17:35:20,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
414,," FTA: ""I have also not yet understood why epidemiologists were so much more interested in the number of deaths, rather than in the numbers that could be saved."" /4#coronavirus #Covid_19",1stbornAmerican,"GA, USA","['coronavirus', 'Covid_19']",Twitter for Android,5200,5083,2020-07-12 17:35:20,False,[],"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.5509}"
415,, United Kingdom Coronavirus (COVID-19) infection trend (datasource: Department of Health and Social Care) #coronavirus #…,ianbozwell,"Sheffield, England",['coronavirus'],Twitter for iPhone,525,1071,2020-07-12 17:35:20,False,"[('Department of Health and Social Care', 'ORG'), '']","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}"
416,, We are just soaring in all the wrong ways. Even Pakistan has slowed a bit. Not a good sign for weeks ahead. #coronaviru…,chilakaprasad,"Hyderabad , India ",[],Twitter for Android,535,507,2020-07-12 17:35:19,False,"[('Pakistan', 'GPE'), ('weeks', 'DATE'), '']","{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.6711}"
417,,Latest comments from Illinois governor. But no word yet on whether Illinois intends to reverse the decision to ease restrictions ... #twill #coronavirus #COVID ,dmihalopoulos,Chicago,"['twill', 'coronavirus', 'COVID']",Twitter Web App,15353,2482,2020-07-12 17:35:19,True,"[('Illinois', 'GPE'), ('Illinois', 'GPE'), '', '', '', ('COVID', 'ORG')]","{'neg': 0.082, 'neu': 0.824, 'pos': 0.094, 'compound': 0.0772}"
418,, #Coronavirus cases increased across Africa by 24% last week. India has 800000 cases. El Salvador’s health system has col…,leena_viitala,"Espoo, Suomi",['Coronavirus'],Twitter for iPhone,438,1036,2020-07-12 17:35:19,False,"['', ('Coronavirus', 'ORG'), ('Africa', 'LOC'), ('24%', 'PERCENT'), ('last week', 'DATE'), ('India', 'GPE'), ('800000', 'CARDINAL'), ('El Salvador’s', 'GPE')]","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}"
419,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",moemin71180617,,"['Florida', 'coronavirus']",Twitter for Android,67,287,2020-07-12 17:35:19,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
420,," So it looks like the GOP's strategy to use the #coronavirus pandemic as a holocaust against POCs, old folks, disabled f…",2cannan1,"North Carolina, USA",['coronavirus'],Twitter Web App,4963,5095,2020-07-12 17:35:18,False,"[('GOP', 'ORG'), '']","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4144}"
421,," Oh FFS, Trump never instituted a travel ban [it was a half-ass restriction] and the scientific jury was still out on person-to-person transmission. Trump's failed #coronavirus response had virtually to do with Dr. FauciWhy do you insist on carrying Trump's water? ",therightswrong,,['coronavirus'],Twitter for Android,4359,2981,2020-07-12 17:35:18,False,"[('FFS', 'ORG'), ('Trump', 'ORG'), ('half', 'CARDINAL'), ('Trump', 'ORG'), '', ('FauciWhy', 'PERSON'), ('Trump', 'ORG')]","{'neg': 0.168, 'neu': 0.77, 'pos': 0.063, 'compound': -0.7104}"
422,," #TrumpDeathToll137K! As of July 12th #Trump has allowed the #coronavirus to spread to 3.29 MILLION #Americans. 137,000 hav…",silverbract,The Resistance,"['TrumpDeathToll137K', 'Trump', 'coronavirus', 'Americans']",Twitter Web App,16480,15899,2020-07-12 17:35:18,False,"[('July 12th', 'DATE'), ('Trump', 'ORG'), '', ('3.29 MILLION #', 'MONEY'), ('Americans', 'NORP'), ('137,000 hav', 'QUANTITY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
423,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",HunterNorton1,"Florida, USA",['coronavirus'],Twitter for Android,82,255,2020-07-12 17:35:17,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
424,," California Will Release Up To 8,000 Prisoners Due To Coronavirus : #Coronavirus Live Updates : NPR ",TheMorningSpew2,,['Coronavirus'],Twitter for iPhone,6603,5087,2020-07-12 17:35:17,False,"[('California', 'GPE'), ('8,000', 'QUANTITY'), '', ('Coronavirus Live', 'ORG'), ('NPR', 'ORG')]","{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}"
425,, #CoronaVirus Biggest psyop in human history! What is the difference when testing for #COVID19 compared to the Common Cold? How do Labs tell the difference? Wake up!,sovereignity77,,"['CoronaVirus', 'COVID19']",Twitter for Android,2677,5001,2020-07-12 17:35:17,False,"['', ('CoronaVirus Biggest', 'ORG'), ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
426,,I’m not going back to Disney world till at least 2022 when there’s a vaccine and treatments for COVID-19. #coronavirus #COVID #COVID19Pandemic #DisneyWorld,jediknight1991,,"['coronavirus', 'COVID', 'COVID19Pandemic', 'DisneyWorld']",Twitter for iPhone,24,161,2020-07-12 17:35:17,False,"[('Disney', 'ORG'), ('at least 2022', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
